date,rain
1568692800,0
1568696400,0
1568700000,0
1568703600,0
1568707200,0
1568710800,0
1568714406,0
1568718006,0
1568721607,0
1568725208,0
1568728808,0
1568732406,0
1568736008,0
1568739613,0
1568743206,0
1568746806,0
1568750407,0
1568754008,0
1568757606,0
1568761207,0
1568764808,0
1568768406,0
1568772007,0
1568775608,0
1568779207,0
1568782807,0
1568786407,0
1568790011,0
1568793607,0
1568797206,0
1568800807,0
1568804406,0
1568808010,0
1568811614,0
1568815207,0
1568818808,0
1568822408,0
1568826012,0
1568829608,0
1568833208,0
1568836808,0
1568840407,0
1568844008,0
1568847607,0
1568851207,0
1568854808,0
1568858408,0
1568862007,0
1568865606,0
1568869207,0
1568872815,0
1568876406,0
1568880007,0
1568883606,0
1568887209,0
1568890806,0
1568894406,0
1568898007,0
1568901608,0
1568905206,0
1568908806,0
1568912407,0
1568916007,0
1568919607,0
1568923207,0
1568926807,0
1568930406,0
1568934008,0
1568937611,0
1568941208,0
1568944807,0
1568948407,0
1568952007,0
1568955612,0
1568959206,0
1568962807,0
1568966407,0
1568970014,0
1568973606,0
1568977207,0
1568980806,0
1568984406,0
1568988010,0
1568991607,0
1568995206,0
1568998808,0
1569006007,0
1569009608,0
1569016807,0
1569031207,0
1569038407,0
1569042009,0
1569045606,0
1569052808,0
1569056410,0
1569060009,0
1569063606,0
1569067217,0
1569070807,0
1569074407,0
1569081606,0
1569085207,0
1569088816,0
1569092406,0
1569096007,0
1569099606,0
1569103206,0
1569106807,0
1569110406,0
1569114006,0
1569117609,0
1569121208,0
1569124806,0
1569128406,0
1569132007,0
1569135606,0
1569139206,0
1569142807,0
1569146407,0
1569150007,0
1569153606,0
1569157207,0
1569160807,0
1569164406,0
1569168008,0
1569171606,0
1569175206,0
1569178806,0
1569182406,0
1569186008,0
1569189606,0
1569193207,0
1569196807,0
1569200414,0
1569204006,0
1569207606,0
1569211206,0
1569214807,0
1569218407,0
1569222008,0
1569225608,0
1569229207,0
1569232806,0
1569236408,0
1569240006,0
1569243608,0
1569247207,0
1569250806,0
1569254408,0
1569258007,0
1569261606,0
1569265206,0
1569268806,0
1569272408,0
1569276007,0
1569279612,0
1569283207,0
1569286808,0
1569290407,0
1569294009,0
1569297607,0
1569301206,0
1569304806,0
1569308406,0
1569312006,0
1569315606,0
1569319208,0
1569322806,0
1569326407,0
1569330006,0
1569333606,0
1569337207,0
1569340806,0
1569344406,0
1569348008,0
1569351606,0
1569355206,0
1569358806,0
1569362407,0
1569366006,0
1569369608,0
1569373206,0
1569376806,0
1569380407,0
1569387606,0
1569391207,0
1569394807,0
1569398406,0
1569402008,0
1569405606,0
1569409207,0
1569412806,0
1569416407,0
1569420007,0
1569423608,0
1569427213,0
1569438008,0
1569445206,0
1569448807,0
1569452407,0
1569456008,0
1569459609,0
1569466809,0
1569470406,0
1569474007,0
1569477607,0
1569481207,0
1569484809,0
1569488406,0
1569492008,0
1569495606,0
1569499207,0
1569506405,0
1569510006,0
1569513606,0
1569517206,0
1569520806,0
1569524406,0
1569528007,0
1569531606,0
1569535206,0
1569538807,0
1569542407,0
1569546006,0
1569549606,0
1569553206,0
1569556806,0
1569560406,0
1569564007,0
1569567607,0
1569571206,0
1569574807,0
1569578406,0
1569582006,0
1569585607,0
1569589206,0
1569592806,0
1569596407,0
1569600010,0
1569603607,0
1569607207,0
1569610808,0
1569614406,0
1569618006,0
1569621607,0
1569625206,0
1569628807,0
1569632407,0
1569636007,0
1569639606,0
1569643206,0
1569646807,0
1569650406,0
1569654011,0
1569657607,0
1569661207,0
1569664807,0
1569668408,0
1569672007,0
1569675607,0
1569679206,0
1569682806,0
1569686406,0
1569690006,0
1569693607,0
1569697208,0
1569700806,0
1569704406,0
1569708007,0
1569711607,0
1569715206,0
1569718806,0
1569722407,0
1569726006,0
1569729607,0
1569733206,0
1569736807,0
1569740407,0
1569744006,0
1569747607,0
1569751207,0
1569754807,0
1569758406,0
1569762006,0
1569765607,0
1569769206,0
1569772807,0
1569776406,0
1569780007,0
1569783606,0
1569787207,0
1569790806,0
1569794407,0
1569798006,0
1569801607,0
1569805207,0
1569812406,0
1569816008,0
1569823208,0
1569826807,0
1569830407,0
1569834007,0
1569837607,0
1569844806,0
1569848407,0
1569852007,0
1569855607,0
1569859209,0
1569862807,0
1569866407,0
1569877206,0
1569884412,0
1569888006,0
1569891606,0
1569895207,0
1569898807,0
1569902406,0
1569909608,0
1569924008,0
1569927606,0
1569934812,0
1569938406,0
1569945607,0
1569949207,0
1569952807,0
1569956407,0
1569960007,0
1569963606,0
1569967222,0
1569974408,0
1569981607,0
1569985207,0
1569992405,0
1569996007,0
1569999607,0
1570003206,0
1570006807,0
1570010407,0
1570014006,0
1570017606,0
1570024806,0
1570028407,0
1570032007,0
1570035607,0
1570039207,0
1570042807,0
1570046408,0
1570053617,0
1570057208,0
1570060807,0
1570064407,0
1570071607,0
1570075207,0
1570078807,0
1570089605,0
1570093207,0
1570096807,0
1570100406,0
1570104008,0
1570107606,0
1570111206,0
1570114812,0
1570118406,0
1570122006,0
1570125606,0
1570129206,0
1570132808,0
1570136407,0
1570140007,0
1570143611,0
1570147207,0
1570150806,0
1570154406,0
1570158006,0
1570161606,0
1570165206,0
1570168806,0
1570172406,0
1570176007,0
1570179608,0
1570183206,0
1570186806,0
1570190406,0
1570194007,0
1570197607,0
1570201207,0
1570204807,0
1570208407,0
1570212007,0
1570215609,0
1570219206,0
1570222810,0
1570226406,0
1570230006,0
1570233606,0
1570237207,0
1570240806,0
1570244406,0
1570251606,0
1570255207,0
1570258807,0
1570262406,0
1570266006,0
1570269606,0
1570273206,0
1570276807,0
1570280407,0
1570284006,0
1570287607,0
1570291206,0
1570294807,0
1570298406,0
1570302007,0
1570305647,0
1570309206,0
1570312806,0
1570316407,0
1570320006,0
1570323607,0
1570327206,0
1570330806,0
1570334407,0
1570338007,0
1570341606,0
1570345212,0
1570348806,0
1570352407,0
1570356007,0
1570359607,0
1570363206,0
1570366807,0
1570370406,0
1570374006,0
1570377607,0
1570381206,0
1570384806,0
1570388406,0
1570392007,0
1570395606,0
1570399206,0
1570402806,0
1570406407,0
1570410007,0
1570413606,0
1570417207,0
1570420806,0
1570424407,0
1570428006,0
1570431607,0
1570435206,0
1570438807,0
1570442407,0
1570446006,0
1570449608,0
1570453207,0
1570456806,0
1570460406,0
1570464007,0
1570467607,0
1570471207,0
1570474806,0
1570478406,0
1570482006,0
1570485606,0
1570489206,0
1570492807,0
1570496407,0
1570500008,0
1570503606,0
1570507207,0
1570510806,0
1570518006,0
1570521607,0
1570525207,0
1570528806,0
1570532407,0
1570536007,0
1570539606,0
1570543207,0
1570546807,0
1570550407,0
1570554007,0
1570557607,0
1570561206,0
1570564807,0
1570568406,0
1570572007,0
1570575606,0
1570579211,0
1570582807,0
1570586407,0
1570590006,0
1570593607,0
1570597207,0
1570604406,0
1570608007,0
1570611607,0
