OBJECTID,subcatchments_recon_aa_20211027_Id,subcatchments_recon_aa_20211027_Shape_Area,gridcode_float,AREA,PERCENTAGE
699,30,0.000000586110082,3,0.000000040924650,6.982417026264448
700,30,0.000000586110082,4,0.000000056465077,9.633868840285805
701,30,0.000000586110082,5,0.000000064500443,11.004834285837910
702,30,0.000000586110082,6,0.000000043289879,7.385963899241350
703,30,0.000000586110082,7,0.000000042081542,7.179801803033089
704,30,0.000000586110082,8,0.000000042023322,7.169868521425133
705,30,0.000000586110082,9,0.000000109961130,18.761173632009822
706,30,0.000000586110082,10,0.000000094325219,16.093430485291034
707,30,0.000000586110082,11,0.000000057772626,9.856958174248076
708,30,0.000000586110082,12,0.000000008467311,1.444662234656337
709,30,0.000000586110082,13,0.000000002353851,0.401605610638115
710,31,0.000000867589659,3,0.000000015526936,1.789663603743410
711,31,0.000000867589659,4,0.000000014780857,1.703669123259164
712,31,0.000000867589659,5,0.000000014783031,1.703919676177208
713,31,0.000000867589659,6,0.000000017761000,2.047165972501510
714,31,0.000000867589659,7,0.000000079462506,9.158996473393985
715,31,0.000000867589659,8,0.000000166663353,19.209928419985467
716,31,0.000000867589659,9,0.000000127827955,14.733688213106099
717,31,0.000000867589659,10,0.000000095648889,11.024669106275050
718,31,0.000000867589659,11,0.000000086505384,9.970771618962152
719,31,0.000000867589659,12,0.000000052539038,6.055747319140912
720,31,0.000000867589659,13,0.000000055570095,6.405112600213831
721,31,0.000000867589659,14,0.000000051919714,5.984362882368940
722,31,0.000000867589659,15,0.000000018132625,2.090000162780818
723,31,0.000000867589659,16,0.000000026651101,3.071855483383884
724,31,0.000000867589659,17,0.000000008518450,0.981852418605107
725,31,0.000000867589659,18,0.000000008457067,0.974777250619518
726,31,0.000000867589659,20,0.000000020997884,2.420255252697227
727,31,0.000000867589659,22,0.000000005843775,0.673564425626690
728,32,0.000060827432944,0,0.000002533300252,4.164733130750495
729,32,0.000060827432944,1,0.000000751469087,1.235411475923947
730,32,0.000060827432944,2,0.000000637983922,1.048842423035715
731,32,0.000060827432944,3,0.000002841621414,4.671611600506361
732,32,0.000060827432944,4,0.000001280249480,2.104723835321530
